iter	RMSE
171	0.007648627613
172	0.007622930507
173	0.00760205775
174	0.007580170091
175	0.007558961672
176	0.007541018368
177	0.007517174236
178	0.007481680365
179	0.0074548522
180	0.007434038
181	0.007409788308
182	0.007376436551
183	0.007362138789
184	0.007341421821
185	0.007321769698
186	0.007304578648
187	0.007282115442
188	0.007258946847
189	0.007242714135
190	0.007219421929
191	0.007197158768
192	0.007163267371
193	0.007151393833
194	0.007120595759
195	0.007087498406
196	0.007070658606
197	0.007039863299
198	0.007021118412
199	0.006989828833
200	0.006969839189
201	0.00695581751
202	0.006930456444
203	0.00691350394
204	0.006900800519
205	0.00688079146
206	0.00685992839
207	0.006845954519
208	0.006816946601
209	0.006800438563
210	0.006788631371
211	0.006774615504
212	0.006765460799
213	0.006748895348
214	0.006738715402
215	0.006719737212
216	0.006706675273
217	0.006692233588
218	0.006667165077
219	0.006656309507
220	0.006636795685
221	0.006625421229
222	0.006611690062
223	0.006602006962
224	0.006576970662
225	0.006574190019
226	0.006549711397
227	0.006538444868
228	0.006526148982
229	0.00651610449
230	0.00650094857
231	0.006490388806
232	0.006469025479
233	0.006455403148
234	0.006439830991
235	0.006429628312
236	0.006417410199
237	0.006407535542
238	0.006392837449
239	0.006384673121
240	0.006370364286
241	0.006359715477
242	0.006350481972
243	0.006337408124
244	0.006330170537
245	0.006316825024
246	0.006303679085
247	0.006282747636
248	0.006273879796
249	0.006261588574
250	0.006252982756
251	0.006241714618
252	0.006235845683
253	0.006221260329
254	0.006208638733
255	0.006200791436
256	0.006185614697
257	0.006178326586
258	0.006165206968
259	0.006146431997
260	0.006135867775
261	0.006123034177
262	0.006116392594
263	0.006106936555
264	0.006098481258
265	0.006086623466
266	0.006072350868
267	0.006067565523
268	0.006056528932
269	0.006043362307
270	0.00603646926
271	0.006029291808
272	0.006024033161
273	0.006014299523
274	0.006004297321
275	0.005994667551
276	0.005977773052
277	0.005963445344
278	0.00595086226
279	0.005945094664
280	0.00593482165
281	0.005926039715
282	0.005920736188
283	0.005912979127
284	0.005905164541
285	0.005894435997
286	0.005880997328
287	0.005876883417
288	0.00586414452
289	0.005859587723
290	0.005855098969
291	0.005845014773
292	0.00583465392
293	0.005826230609
294	0.00581693312
295	0.005812600509
296	0.00580390612
297	0.005796998049
298	0.00578773568
299	0.005778417652
300	0.005768129462
301	0.00576401802
302	0.005754573663
303	0.00574755961
304	0.00573522961
305	0.005728345003
306	0.005720369911
307	0.005712101597
308	0.005704365819
309	0.005696057762
310	0.005683913636
311	0.005679858026
312	0.005668079459
313	0.005657294405
314	0.005649806599
315	0.005637756134
316	0.005629055056
317	0.005625806054
318	0.005615802912
319	0.005607638511
320	0.005603438168
321	0.005595889225
322	0.005590277689
323	0.005580169651
324	0.0055707747
325	0.005567180972
326	0.005559691019
327	0.005549458251
328	0.005541911703
329	0.005532658834
330	0.005529702885
331	0.00552084754
332	0.005517562794
333	0.005511438435
334	0.005499586721
335	0.005493737723
336	0.00548300385
337	0.005479300628
338	0.005474067334
339	0.005466451106
340	0.005458100672
341	0.005451510876
342	0.005443948587
343	0.005440781761
344	0.005438438179
345	0.00543284056
346	0.005424786245
347	0.005415666346
348	0.005408464329
349	0.005405983145
350	0.005403419428
351	0.005393745263
352	0.005386432723
353	0.005379283769
354	0.005371277861
355	0.005365931624
356	0.005361359329
357	0.0053591138
358	0.005353741346
359	0.005345511945
360	0.005343367635
361	0.005336303955
362	0.005332140356
363	0.005327367503
364	0.005321210715
365	0.005315248509
366	0.005308917825
367	0.005301920109
368	0.005297273387
369	0.005292082385
370	0.005285932676
371	0.00527937306
372	0.005271846997
373	0.005266174687
374	0.005264141065
375	0.005257964381
376	0.005255569456
377	0.005253878164
378	0.005246057291
379	0.005241941293
380	0.005236399934
381	0.005231891446
382	0.00522832447
383	0.005224091436
384	0.005220664895
385	0.005216905742
386	0.005211726797
387	0.005207538348
388	0.005204608112
389	0.005200994505
390	0.00519273308
391	0.005187698182
392	0.00518059921
393	0.005178545216
394	0.005173493012
395	0.005168714854
396	0.005164033725
397	0.005162324365
398	0.005157370169
399	0.005153862653
400	0.005152317498
401	0.005148390847
402	0.005142171376
403	0.005138974062
404	0.00513561911
405	0.005131097332
406	0.005125855423
407	0.005119695836
408	0.005114269924
409	0.00511216102
410	0.005108866431
411	0.005104053696
412	0.005097341802
413	0.00509069229
414	0.005089472359
415	0.005084259838
416	0.005078354578
417	0.005075439267
418	0.005071303761
419	0.005068361484
420	0.005061271278
421	0.005057391549
422	0.005050704402
423	0.005046651918
424	0.005042854054
425	0.005039620186
426	0.005038494614
427	0.005034932661
428	0.005031356349
429	0.00502844279
430	0.005024459582
431	0.005022427076
432	0.005016460066
433	0.005013295269
434	0.005010636391
435	0.005009085104
436	0.005007860076
437	0.005003068759
438	0.004999922149
439	0.004994659972
440	0.004993008086
441	0.004989949246
442	0.004986547296
443	0.004981177826
444	0.00498013637
445	0.004977789463
446	0.004975826864
447	0.004973296103
448	0.004969650123
449	0.004964168742
450	0.004962863564
451	0.004961843114
452	0.004958935928
453	0.004955266976
454	0.004951521392
455	0.00494855437
456	0.004945660244
457	0.00493763884
458	0.004931369602
459	0.004925105352
460	0.004918327925
461	0.004912293717
462	0.004911291796
463	0.004908778155
464	0.004903416517
465	0.00490069589
466	0.004898235337
467	0.004895778041
468	0.004892808777
469	0.004889792125
470	0.004888716817
471	0.004883154347
472	0.004872089226
473	0.004864758895
474	0.00486225847
475	0.004856229807
476	0.004855438238
477	0.004851026138
478	0.004845572409
479	0.004840852464
480	0.004838566781
481	0.004835005877
482	0.004830088312
483	0.004828171076
484	0.004823428224
485	0.00482105179
486	0.004816169854
487	0.004812604251
488	0.004808512289
489	0.004806347288
490	0.004805422702
491	0.004802612263
492	0.004794540469
493	0.004793014926
494	0.004790850273
495	0.004785928647
496	0.00478214515
497	0.004778286397
498	0.004777585173
499	0.00477565947
